filename,hod,GAL_TYPE,Q_PAR,Q_PERP,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,S_V,S_P,S_R,ACENT,ASAT,BCENT,BSAT,IC
hod125.fits,hod125,LRG,1.0,1.0,12.725387937749737,13.943605591195562,0.005083617299897689,0.9164151840351433,0.8905860599826843,0.10623451484988006,1.1394430971848526,-0.35670510224739616,0,0,0,0.254482262493277,-0.5762349040768556,-0.5427636410499719,0.42316410776019486,1
hod126.fits,hod126,LRG,1.0,1.0,12.847740478100206,14.026888790952997,0.12228921574598647,0.30798538347933047,0.7651105038298399,0.24690996811537694,1.280716794749899,0.5852256861937513,0,0,0,-0.0758359935255084,-0.5349905878270805,-0.5925515805824245,-0.5740361067020455,1
hod127.fits,hod127,LRG,1.0,1.0,13.039511502109354,14.622937372291481,1.6157712322547186,0.6463361548218722,0.7142439404830604,0.13477783207881702,1.311728194167844,-0.18077552006872688,0,0,0,-0.27774816460208474,0.7216258994360696,0.04654009159480632,-0.5276962300127945,1
hod128.fits,hod128,LRG,1.0,1.0,13.120414613465657,14.509543780148066,0.6820603516527909,0.9393305107605285,0.37661757648488187,0.0598212314062656,0.9240313166238912,-0.47730129184041314,0,0,0,-0.916607375703157,-0.13908784120044826,-0.6256581960659129,0.9386724650980989,1
hod131.fits,hod131,LRG,1.0,1.0,12.92498537404756,13.894017450804384,0.11160462898332518,1.33530574290354,0.6138020492507084,0.003624328195109935,0.702449647099656,-0.5224590836579245,0,0,0,-0.6629834860609358,-0.8494462869588526,0.18915630554378415,0.11083674553194567,1
hod133.fits,hod133,LRG,1.0,1.0,12.884345696946063,14.212462368066301,0.005905428646998964,1.1178548764018146,0.16172725847668135,0.5121612456620314,1.0366045328516085,-0.5751457265827454,0,0,0,0.4094258830773423,-0.5293255241472691,-0.2758635913143094,0.36001161388693537,1
hod135.fits,hod135,LRG,1.0,1.0,12.555089504023115,13.727222216280362,0.04777041424737594,1.00766854930434,0.6676520871769278,0.4103851428376162,1.2362977189568034,-0.00313113896112549,0,0,0,0.16691144648011402,-0.4547282009757383,-0.08521627092855077,-0.9070028915625892,1
hod136.fits,hod136,LRG,1.0,1.0,13.560564292970977,13.759364643970683,0.8458106943168732,0.6266545402474044,0.9517424067914079,0.5675932675834968,0.8042672625321582,0.6213303496581233,0,0,0,0.9200015121957461,0.762218044240051,-0.1908428736132295,-0.8394875310244378,1
hod138.fits,hod138,LRG,1.0,1.0,12.580433303726306,14.347227299934243,2.1180208536897926,0.5628917856216289,0.24563719677845455,0.32619970057292386,1.292240775562005,-0.41920877650089206,0,0,0,0.01504478600468584,0.21216298005759882,-0.02522428091256035,-0.13747486215847726,1
hod141.fits,hod141,LRG,1.0,1.0,12.846509039299358,14.535688952151734,0.003457165895677115,1.0113332275321085,0.6631001335506846,0.5744016490832227,0.6980728583008008,0.25346630764062184,0,0,0,0.3320367770880648,-0.03365968370529892,0.17082583715913424,0.11422029081836271,1
hod143.fits,hod143,LRG,1.0,1.0,12.854343957721474,14.476260904557396,0.01801548631201133,1.2202014107741728,0.06052835793667526,0.454186357036864,1.2566331215479236,0.8891682422399081,0,0,0,0.21567368438249845,0.5538788958008658,0.14461276999981398,-0.6840333559645454,1
hod144.fits,hod144,LRG,1.0,1.0,12.604783629285956,14.66223405345647,0.193862213268174,0.9498607996073323,0.8439279779130646,0.43195162856304126,0.9911938138596273,-0.1263179721459834,0,0,0,-0.24507620553928056,0.7334156815041912,-0.34114462224696696,0.007083926309106037,1
hod145.fits,hod145,LRG,1.0,1.0,12.854297051603083,13.881801538805421,0.7286037905224831,1.4120088895195313,0.13018787083288746,0.5092180230818405,0.8724490296480234,0.8037318740642099,0,0,0,0.2315140582306352,-0.6868689906448224,-0.18363207182114527,0.15975964991448244,1
hod146.fits,hod146,LRG,1.0,1.0,13.05950134329566,14.360427823714431,2.227892298676721,0.4523075724102976,0.6158875038297306,0.5855757686878876,0.7395784836765426,-0.03009345357062864,0,0,0,-0.3333471775305159,0.8770766173058524,-0.10583294241782204,0.5998014359727355,1
hod149.fits,hod149,LRG,1.0,1.0,12.893397723084432,15.070133833829995,0.004939861600698327,0.4610781695474967,0.09719605543859458,0.54813569770114,0.9175562208507331,0.5449109586196674,0,0,0,0.6563314783909366,-0.747585796682277,-0.44132532228459587,-0.00414378849580077,1
hod150.fits,hod150,LRG,1.0,1.0,12.804192675975335,14.516055646804455,0.026409742352487626,0.7786352162224589,0.2753519199714718,0.36420853621245447,0.71319602595797,0.25640215259092036,0,0,0,0.32822574652546477,0.3485382657703271,-0.2599883346009727,0.972214157132417,1
hod151.fits,hod151,LRG,1.0,1.0,12.735755085124282,13.709781444068845,0.49331375485677204,1.2309545595802283,0.4153964718253167,0.42336151740850164,1.4586732573325487,0.5572597295560904,0,0,0,0.9008941829643229,0.03895016374837179,0.1724686006794186,0.4324074008595151,1
hod152.fits,hod152,LRG,1.0,1.0,12.568811149818352,14.351903922244967,0.07719908099035366,1.2310615172192472,0.19480307531865604,0.09893898960985933,1.3222372382831342,0.20871354844022694,0,0,0,-0.18090145106810118,0.6275363823113937,-0.4279330871702684,0.8126377343242486,1
hod154.fits,hod154,LRG,1.0,1.0,13.041195052896843,14.880313605354214,0.586457288637593,0.8393083116561355,0.6670075479244718,0.32228888783179893,1.3871349674552582,0.5296114231935032,0,0,0,0.6243317002432207,-0.19632573784827123,-0.31462457876785455,0.4164008477218897,1
hod155.fits,hod155,LRG,1.0,1.0,12.771913010663102,14.253835097162153,0.23674067634547524,0.5055261840758699,0.9888155736306184,0.3062696541796834,0.848477910305528,-0.4061406364404212,0,0,0,0.16884425199880426,-0.22987665674109314,-0.17539893785806676,-0.2694262202572326,1
hod156.fits,hod156,LRG,1.0,1.0,12.831284172546782,14.93486522429955,0.6882864324276251,1.294730578309531,0.23957733560804284,0.47858574281454813,0.915002419726145,0.5167104966079838,0,0,0,-0.5821057056541317,0.9044072665944016,-0.04587425241029697,-0.12190308381348347,1
hod157.fits,hod157,LRG,1.0,1.0,12.837339997400882,13.763165039845045,0.23453030836295372,1.3856685731959217,0.7147715798432986,0.4400207776777347,0.8656833264031423,0.9477525650462195,0,0,0,-0.5316298364376157,0.9192795768797715,0.037263747655321144,-0.946953869227658,1
hod158.fits,hod158,LRG,1.0,1.0,13.101072129525669,14.643830874534391,0.7231217669770008,0.6961371517671275,0.3850844408997502,0.24560416748692018,1.0978186759917703,0.35301212313703845,0,0,0,0.12689075392636417,-0.6997288937605601,-0.3873756528082347,0.8866869927760097,1
hod159.fits,hod159,LRG,1.0,1.0,13.306318366972997,14.854016604212728,3.6171253959874625,0.4263994924707267,0.7751412513485308,0.08677524808896192,0.9065703346398379,-0.47595541525096163,0,0,0,0.20927692826411048,0.1161255036635549,-0.15952401501323454,0.07550411829175374,1
hod160.fits,hod160,LRG,1.0,1.0,12.734222071236756,14.171030495921318,0.011067553991491633,1.1202373559377348,0.4494577782826625,0.557637319624179,0.8156139948663085,0.34024991409491534,0,0,0,0.8272604459941846,-0.6149887835702641,-0.3961470028817926,-0.7553723639205399,1
